,Общая,Жилая,Этаж,Тип жилья,Высота потолков,Санузел,Балкон/лоджия,Цена,Комнат,Район,Линк,Кухня,Срок сдачи,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Построен,Ремонт,Вид из окон,Отделка
165,47,,14,Новостройка,,,,2600000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/243619615/,,4,,,,,
166,44,,3,Новостройка,,,1 лоджия,3300000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/244314828/,,4,,,,,
167,60,,1,Новостройка,,,1 лоджия,3500000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/234147719/,,2,,,,,
168,44,,16,Новостройка,,,,2145600,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242866146/,,4,,,,,
169,37,12,13,Новостройка,,1 совмещенный,1 лоджия,2654000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/241920941/,17,4,12.1 м²,,,,
170,67,,6,Новостройка,,,,3158400,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242090513/,,4,,,,,
171,65,26,2,Новостройка,,1 совмещенный,1 балкон,2669800,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240663996/,13,4,26.74 м²,,,,
172,62,,14,Новостройка,,,,2980800,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242090484/,,4,,,,,
173,38,14,17,Вторичка,"2,7 м",,1 балкон,1968600,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/244339636/,11,,,2019,Без ремонта,Во двор,
174,47,,1,Новостройка,,,,2289600,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242863780/,,4,,,,,
175,49,,1,Новостройка,,,,2580000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/212464506/,,4,,,,,
176,36,11,17,Новостройка,,1 совмещенный,1 лоджия,2292000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/238466400/,15,1,11.4 м²,,,,
177,86,,4,Новостройка,,,1 лоджия,4800000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/234147672/,,2,,,,,
178,66,20,15,Новостройка,,1 совмещенный,1 балкон,2710600,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240664009/,13,4,20.42 м²,,,,
179,34,11,4,Новостройка,,1 совмещенный,1 лоджия,2617000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/244745000/,15,4,11.8 м²,,,,
180,63,,3,Новостройка,,,1 лоджия,3700000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/234147748/,,2,,,,,
181,36,19,4,Вторичка,"2,65 м",1 раздельный,1 балкон,1800000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/243287102/,5,,19 м²,,,На улицу,
182,33,16,2,Вторичка,3 м,1 совмещенный,,2600000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/220063944/,8,,16 м²,,,На улицу,
183,36,19,3,Вторичка,3 м,,1 балкон,3500000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/225340565/,9,,19 м²,,Евроремонт,,
184,25,16,9,Вторичка,"2,5 м",1 совмещенный,1 балкон,1150000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/235805492/,6,,16 м²,1990,,Во двор,
185,41,16,2,Вторичка,"2,72 м",1 раздельный,1 балкон,2900000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/240696358/,11,,16.4 м²,2018,Без ремонта,Во двор,
186,27,14,2,Вторичка,"3,2 м",1 совмещенный,,2200000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/242905138/,7,,14 м²,1938,,Во двор,
187,32,19,6,Вторичка,"2,6 м",1 совмещенный,1 лоджия,1950000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/194105043/,6,,19 м²,2014,,Во двор,
188,50,18,8,Вторичка,"2,75 м",1 совмещенный,1 лоджия,3300000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/238041127/,17,,18 м²,2014,,,
189,32,17,8,Вторичка,"2,5 м",1 совмещенный,1 балкон,2199000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/245593770/,6,,17.1 м²,,,,
190,30,18,9,Вторичка,"2,65 м","1 совмещенный, 1 раздельный",1 лоджия,1500000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/243784408/,5,,18.5 м²,,,Во двор,
191,30,15,3,Вторичка,"2,6 м",1 совмещенный,1 балкон,2100000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/244980987/,7,,15.5 м²,,,На улицу,
192,25,13,3,Вторичка,"2,7 м",1 совмещенный,1 балкон,1470000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/240631291/,8,,13 м²,,,,
193,35,18,2,Вторичка,"2,6 м","2 совмещенных, 1 раздельный",,1970000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/238130139/,6,,18.9 м²,1976,Евроремонт,На улицу,
194,38,20,3,Вторичка,"2,7 м",1 совмещенный,1 лоджия,2350000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/223108307/,10,,20 м²,2018,Без ремонта,Во двор,
195,53,26,9,Вторичка,"2,7 м",1 совмещенный,1 лоджия,3080000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/237790195/,14,,26.4 м²,2018,Без ремонта,,
196,32,22,8,Вторичка,"2,65 м",1 раздельный,1 балкон,2150000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/242294291/,6,,22 м²,,,Во двор,
197,35,19,5,Вторичка,"2,7 м",1 совмещенный,1 лоджия,1960000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/220688498/,7,,19 м²,,Евроремонт,,
198,45,22,3,Вторичка,"2,9 м",1 совмещенный,1 лоджия,4300000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/227834178/,9,,22 м²,2016,Евроремонт,Во двор,
199,32,17,1,Вторичка,"2,5 м",1 совмещенный,,1670000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/243812467/,4,,17.5 м²,,,,
200,32,18,7,Вторичка,"2,6 м",1 совмещенный,1 балкон,1300000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/241979014/,6,,18 м²,,,Во двор,
201,36,19,1,Вторичка,"2,7 м",1 совмещенный,1 лоджия,2100000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/245036791/,9,,19.5 м²,2010,,Во двор,
202,50,25,8,Вторичка,"2,7 м",1 раздельный,1 лоджия,2870000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/243119870/,12,,25.6 м²,,Евроремонт,На улицу,
203,31,18,2,Вторичка,"2,55 м",1 совмещенный,,1880000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/244496455/,6,,18 м²,1969,,Во двор,
204,40,19,5,Вторичка,"2,7 м",1 совмещенный,1 балкон,2550000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/221799238/,9,,19 м²,,Евроремонт,Во двор,
205,29,17,1,Вторичка,"2,5 м",1 совмещенный,,1350000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/235647622/,5,,17.1 м²,,,На улицу,
206,33,19,1,Вторичка,"2,55 м",1 совмещенный,,1290000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/234860333/,6,,19.4 м²,1961,,Во двор,
207,29,18,5,Вторичка,"2,5 м",1 совмещенный,,1470000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222026754/,6,,18 м²,1972,,На улицу,
208,21,11,2,Вторичка,"2,55 м",1 совмещенный,1 лоджия,1458000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/238879711/,4,,11.2 м²,1976,Евроремонт,На улицу,
209,38,14,16,Вторичка,"2,7 м",,1 балкон,1891400,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/244339189/,11,,,2019,Без ремонта,Во двор,
210,29,16,2,Вторичка,"2,6 м",1 совмещенный,,1350000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/237790202/,6,,16.4 м²,,,На улицу,
211,30,16,5,Вторичка,"2,8 м",1 раздельный,1 балкон,1650000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/234325223/,5,,16.9 м²,1965,,На улицу,
212,32,18,5,Вторичка,"2,5 м",1 совмещенный,,1390000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/236365035/,6,,18.7 м²,1960,,,
213,45,25,5,Вторичка,"2,7 м",1 раздельный,1 лоджия,2770000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/243242069/,10,,25 м²,2008,,Во двор,
214,30,18,4,Вторичка,"2,65 м",1 совмещенный,1 балкон,1549000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/244355385/,6,,18 м²,,,На улицу,
215,30,18,1,Вторичка,"2,55 м",1 совмещенный,,1500000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/241003934/,5,,18 м²,,,,
216,30,16,4,Вторичка,"2,5 м",1 совмещенный,1 балкон,1560000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/244795230/,6,,16.5 м²,1970,,Во двор,
217,37,21,5,Вторичка,"2,65 м",1 совмещенный,1 лоджия,1900000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/245341077/,8,,21.1 м²,1985,Евроремонт,На улицу,
218,49,26,1,Вторичка,"2,7 м",1 раздельный,,2600000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/245473552/,18,,,2015,Евроремонт,Во двор,
219,38,17,10,Вторичка,"2,7 м",1 совмещенный,1 лоджия,2700000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/245583651/,8,,17.7 м²,2005,Евроремонт,На улицу,
220,30,17,1,Вторичка,"2,65 м",1 совмещенный,,1270000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/240327104/,6,,17.5 м²,,Без ремонта,Во двор,
221,31,18,2,Вторичка,"2,55 м",1 совмещенный,1 балкон,1469000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/228393648/,5,,18 м²,,,На улицу,
222,30,17,5,Вторичка,"2,5 м",1 раздельный,,1550000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/214459935/,6,,30.5 м²,,,На улицу,
223,30,16,2,Вторичка,"2,5 м",1 совмещенный,1 балкон,995000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/239259150/,7,,16.5 м²,1973,,,
224,34,19,3,Вторичка,"2,7 м",1 совмещенный,2 балкона,1580000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/240162865/,6,,19 м²,1994,Евроремонт,,
225,30,17,5,Вторичка,"2,6 м",1 совмещенный,,1250000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/244607777/,6,,17.2 м²,1968,,Во двор,
226,35,,1,Новостройка,,,1 лоджия,2100000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/234147722/,,2,,,,,
227,67,,4,Новостройка,,,,3191300,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242090517/,,4,,,,,
228,35,19,3,Вторичка,"2,6 м",1 совмещенный,1 лоджия,1350000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/235494372/,6,,19 м²,1994,,,
229,31,20,3,Вторичка,"2,5 м",1 совмещенный,1 балкон,1420000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/239669340/,6,,20.1 м²,,,На улицу,
230,39,12,16,Новостройка,,1 совмещенный,1 лоджия,2438000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/238466392/,16,1,12.3 м²,,,,
231,42,20,1,Вторичка,"2,7 м",1 совмещенный,,2450000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/219508568/,13,,20 м²,2005,,Во двор,
232,54,,2,Новостройка,,,,2538000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242090500/,,4,,,,,
233,62,,13,Новостройка,,,,3004800,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242090475/,,4,,,,,
234,80,,15,Новостройка,,,,3627000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242090505/,,4,,,,,
235,32,18,2,Вторичка,,1 совмещенный,,1950000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/235905350/,4,,,,,,
236,33,17,15,Вторичка,,1 раздельный,1 балкон,2270000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222095067/,7,,,,,,
237,41,19,1,Вторичка,,1 совмещенный,"1 балкон, 1 лоджия",2200000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/237953723/,9,,,,,,
238,33,19,2,Вторичка,,1 совмещенный,1 балкон,1670000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222716477/,6,,,,,,
239,31,17,7,Вторичка,"2,6 м",1 совмещенный,1 лоджия,3200000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/222091404/,8,,,,,,
240,43,26,3,Вторичка,3 м,1 совмещенный,,2850000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/222091248/,5,,,,,,
241,30,16,4,Вторичка,,1 совмещенный,,1550000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/233289763/,6,,,,,,
242,31,19,1,Вторичка,,1 совмещенный,1 балкон,1980000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/228286081/,7,,,,,,
243,30,22,1,Вторичка,"2,75 м",1 совмещенный,1 балкон,1870000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/238304502/,,,,,,,
244,50,20,3,Вторичка,,1 раздельный,1 балкон,2300000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/225990826/,10,,,,,,
245,35,18,9,Вторичка,,1 раздельный,,2220000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/228348349/,8,,,,,,
246,29,18,5,Вторичка,,1 совмещенный,1 балкон,1450000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/238132030/,6,,,,,,
247,32,19,2,Вторичка,,1 совмещенный,1 балкон,2100000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222095257/,8,,,,,,
248,35,18,2,Вторичка,"2,75 м",1 совмещенный,,2400000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/239940179/,9,,,,,,
249,35,19,5,Вторичка,,1 раздельный,,2130000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/240640914/,8,,,,,,
250,50,20,5,Вторичка,,1 совмещенный,1 лоджия,3350000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/246112856/,11,,,2007,Дизайнерский,На улицу,
251,39,21,6,Вторичка,,1 совмещенный,1 лоджия,2530000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/229217662/,8,,,,,,
252,45,17,6,Вторичка,,1 совмещенный,1 лоджия,2500000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/235546891/,14,,,,,,
253,40,17,7,Вторичка,,1 совмещенный,1 балкон,3300000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/235221611/,11,,,,,,
254,36,19,3,Вторичка,,1 совмещенный,1 балкон,3500000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/233801577/,9,,,,,,
255,30,14,2,Вторичка,,1 совмещенный,1 балкон,2170000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/234586632/,9,,,,,,
256,30,18,1,Вторичка,"2,55 м",1 совмещенный,,1760000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/230871491/,6,,,,,,
257,31,17,6,Вторичка,,1 совмещенный,,2150000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/235384309/,7,,,,,,
258,46,24,8,Вторичка,"2,75 м",1 совмещенный,1 лоджия,3070000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/222091675/,9,,,,,,
259,36,,4,Вторичка,,1 раздельный,1 балкон,2970000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/237719301/,,,,,,,
260,39,19,2,Вторичка,,1 совмещенный,1 балкон,3100000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/238380003/,8,,,,,,
261,40,21,1,Вторичка,,1 совмещенный,,1900000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/236785924/,9,,,,,,
262,36,18,4,Вторичка,,1 совмещенный,1 лоджия,2000000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/234258914/,10,,,,,,
263,50,,1,Новостройка,,,,3180600,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/239049746/,,2,,,,,
264,41,25,5,Вторичка,,1 совмещенный,1 лоджия,3500000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/230806897/,12,,,,,,
265,35,18,15,Вторичка,,1 раздельный,1 лоджия,2600000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/237214479/,7,,,,,,
266,27,20,1,Вторичка,,1 совмещенный,1 балкон,1850000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/227576698/,,,,,,,
267,39,21,4,Вторичка,"2,75 м",1 совмещенный,1 лоджия,1999000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/238860974/,8,,,,,,
268,38,19,5,Вторичка,"2,75 м",1 совмещенный,,2550000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222091829/,9,,,,,,
269,36,19,9,Вторичка,,1 совмещенный,1 балкон,3450000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/227971387/,10,,,,,,
270,68,29,4,Вторичка,"2,75 м",1 совмещенный,1 лоджия,3900000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222090338/,16,,,,,,
271,31,17,5,Вторичка,,1 раздельный,1 балкон,1570000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222095669/,6,,,,,,
272,54,,1,Новостройка,,,,3169200,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/239049741/,,2,,,,,
273,32,18,1,Вторичка,"2,6 м",1 совмещенный,,1850000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222091152/,8,,,,,,
274,32,18,1,Вторичка,,1 совмещенный,,1670000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/225814271/,6,,,,,,
275,33,18,1,Вторичка,,1 совмещенный,,1720000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/240249632/,6,,,,,,
276,36,19,3,Вторичка,,1 совмещенный,,2090000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/239870949/,9,,,,,,
277,42,,6,Новостройка,,,1 лоджия,2600000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/234147794/,,2,,,,,
278,40,19,1,Вторичка,,1 совмещенный,1 лоджия,3100000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/237387248/,14,,,,,,
279,41,21,5,Вторичка,,1 раздельный,,2100000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/224846867/,11,,,,,,
280,36,19,1,Вторичка,,1 раздельный,,1660000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/231036008/,8,,,,,,
281,50,20,6,Вторичка,"2,8 м",1 совмещенный,1 балкон,3870000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/228286008/,13,,,,,,
282,32,18,1,Вторичка,,1 совмещенный,,2200000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/239671956/,5,,,,,,
283,45,22,1,Вторичка,,1 совмещенный,,2900000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/236085293/,9,,,,,,
284,37,11,12,Новостройка,,1 совмещенный,1 лоджия,2482000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/238466326/,16,1,11.2 м²,,,,
285,35,19,1,Вторичка,,1 совмещенный,,3300000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/240568565/,7,,,,,,
286,79,,1,Новостройка,,,1 лоджия,4500000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/234147633/,,2,,,,,
287,44,,1,Новостройка,,,,2205000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/212464565/,,4,,,,,
288,36,18,3,Вторичка,,1 раздельный,1 балкон,1370000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222095948/,8,,,,,,
289,42,20,5,Вторичка,"2,75 м",1 совмещенный,1 лоджия,2890000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/235817699/,10,,,,,,
290,31,18,1,Вторичка,"2,55 м",1 совмещенный,,1950000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/239940192/,6,,,,,,
291,36,18,2,Вторичка,,1 совмещенный,,1920000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/226938562/,6,,,,,,
292,45,,1,Новостройка,,,,2425000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/212464468/,,4,,,,,
293,41,,6,Новостройка,,,1 лоджия,2400000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/234147791/,,2,,,,,
294,31,16,3,Вторичка,"2,55 м",1 совмещенный,,1160000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222095445/,5,,,,,,
295,21,11,4,Вторичка,"2,55 м",1 совмещенный,1 балкон,1250000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/225001875/,5,,,,,,
296,21,11,4,Вторичка,,1 совмещенный,1 балкон,1350000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/238640839/,4,,,,,,
297,26,11,3,Вторичка,"2,75 м",1 совмещенный,1 балкон,1650000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222091383/,6,,,,,,
298,32,18,1,Вторичка,"2,55 м",1 совмещенный,,1600000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240640927/,6,,,,,,
299,30,15,2,Вторичка,"2,7 м",1 совмещенный,,1790000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/239519822/,8,,,,,,
300,43,24,2,Вторичка,"2,75 м",1 раздельный,1 лоджия,1850000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/237719290/,8,,,,,,
301,31,18,5,Вторичка,,1 совмещенный,1 балкон,1240000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/240390961/,6,,,,,,
302,30,19,4,Вторичка,,1 совмещенный,,1250000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/232097719/,6,,,,,,
303,33,14,4,Вторичка,"2,75 м",1 совмещенный,1 лоджия,2100000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/240324597/,8,,,,,,
304,30,16,5,Вторичка,"2,55 м",1 совмещенный,1 балкон,1400000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/233586234/,6,,,,,,
305,30,18,1,Вторичка,"2,55 м",1 совмещенный,,1500000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/222096083/,6,,,,,,
306,29,18,2,Вторичка,"2,6 м",1 совмещенный,,1360000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/235905341/,6,,,,,,
307,47,17,1,Вторичка,"2,75 м",1 совмещенный,,2670000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/240739620/,11,,,,,,
308,31,17,2,Вторичка,"2,55 м",1 совмещенный,,1460000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/226354403/,7,,,,,,
309,47,21,2,Вторичка,"2,75 м",1 раздельный,1 лоджия,2850000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/227723070/,13,,,,,,
310,37,19,3,Вторичка,"2,75 м",1 совмещенный,1 балкон,2570000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/236703606/,9,,,,,,
311,30,17,4,Вторичка,,1 совмещенный,1 балкон,1550000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/227293218/,6,,,,,,
312,42,18,8,Вторичка,"2,75 м",1 совмещенный,1 лоджия,1920000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222096156/,10,,,,,,
313,30,16,2,Вторичка,"2,75 м",1 совмещенный,1 лоджия,2300000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/238729645/,5,,,,,,
314,30,18,5,Вторичка,"2,55 м",1 совмещенный,1 балкон,1080000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/230194595/,6,,,,,,
315,30,18,1,Вторичка,"2,6 м",1 раздельный,,1080000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222550158/,5,,,,,,
316,37,18,3,Вторичка,3 м,1 совмещенный,1 балкон,1100000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222091760/,7,,,,,,
317,36,18,4,Вторичка,"2,75 м",1 совмещенный,1 балкон,2570000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/227576699/,10,,,,,,
318,32,20,2,Вторичка,"2,55 м",1 совмещенный,,1270000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/227293217/,5,,,,,,
319,28,17,3,Вторичка,"2,6 м",1 совмещенный,1 балкон,990000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/236037963/,6,,,,,,
320,31,17,5,Вторичка,"2,55 м",1 совмещенный,1 балкон,1060000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222091210/,6,,,,,,
321,33,19,1,Вторичка,"2,75 м",1 раздельный,1 лоджия,1800000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/235546899/,8,,,,,,
322,34,18,3,Вторичка,"2,8 м",1 совмещенный,,1060000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/226496872/,7,,,,,,
323,32,19,3,Вторичка,"2,6 м",1 раздельный,1 балкон,1100000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/230064731/,6,,,,,,
324,30,16,3,Вторичка,"2,55 м",1 совмещенный,1 балкон,1160000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/225187722/,6,,,,,,
325,31,18,1,Вторичка,"2,55 м",1 совмещенный,,1280000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/238902290/,6,,,,,,
326,33,18,2,Вторичка,"2,55 м",1 совмещенный,1 балкон,1280000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/224918510/,6,,,,,,
327,31,18,4,Вторичка,"2,55 м",1 совмещенный,1 балкон,1560000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/231036010/,6,,,,,,
