,Общая,Жилая,Кухня,Этаж,Срок сдачи,Тип жилья,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Санузел,Балкон/лоджия,Цена,Комнат,Район,Высота потолков,Построен,Планировка,Ремонт,Вид из окон,Отделка,Линк
988,79,50.0,17.0,2,,Вторичка,,1 раздельный,1 балкон,6774500,3-комн.,р-н Советский,"3,5 м",,Изолированная,Без ремонта,Во двор,,https://volgograd.cian.ru/sale/flat/245268821/
989,65,40.0,10.0,3,,Вторичка,,2 раздельных,1 лоджия,6790000,3-комн.,р-н Центральный,"2,7 м",2017.0,,Дизайнерский,На улицу и двор,,https://volgograd.cian.ru/sale/flat/246777147/
990,87,58.0,10.0,4,,Вторичка,,1 раздельный,1 балкон,6800000,3-комн.,р-н Центральный,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222085636/
991,98,65.0,13.0,8,,Вторичка,,1 совмещенный,1 лоджия,6900000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/241938329/
992,81,56.0,,13,4.0,Новостройка,,,2 балкона,6900000,3-комн.,р-н Центральный,,,,,На улицу,Нет,https://volgograd.cian.ru/sale/flat/224495924/
993,78,49.0,10.0,12,,Вторичка,17.1-14.8-17.3 м²,1 совмещенный,,7000000,3-комн.,р-н Ворошиловский,"2,6 м",2010.0,,,,,https://volgograd.cian.ru/sale/flat/236725750/
994,75,33.0,18.0,6,,Вторичка,,1 раздельный,1 балкон,7000000,3-комн.,р-н Дзержинский,"2,75 м",2011.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/227050413/
995,105,62.0,13.0,6,,Вторичка,,"2 совмещенных, 2 раздельных",1 балкон,7200000,3-комн.,р-н Дзержинский,"2,8 м",,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/242337425/
996,79,50.0,17.0,3,,Вторичка,,1 раздельный,1 балкон,7191000,3-комн.,р-н Советский,"3,5 м",,Изолированная,Без ремонта,Во двор,,https://volgograd.cian.ru/sale/flat/245268810/
997,137,69.0,20.0,12,,Вторичка,34.2-18.8-16.2 м²,3 совмещенных,2 лоджии,7300000,3-комн.,р-н Дзержинский,"2,8 м",2004.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/234671869/
998,96,58.0,18.0,8,,Вторичка,,1 раздельный,1 лоджия,7400000,3-комн.,р-н Центральный,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222091238/
999,112,61.0,15.0,6,,Вторичка,27.4-17.4-17.1 м²,"1 совмещенный, 1 раздельный",,7400000,3-комн.,р-н Дзержинский,"2,7 м",2004.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/242990519/
1000,118,61.0,15.0,6,,Вторичка,,1 раздельный,2 лоджии,7450000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/244276977/
1001,79,47.0,17.0,4,,Вторичка,,1 раздельный,1 балкон,7524000,3-комн.,р-н Советский,"3,5 м",,Изолированная,Без ремонта,Во двор,,https://volgograd.cian.ru/sale/flat/245268824/
1002,98,54.0,16.0,16,,Вторичка,,1 раздельный,1 лоджия,7700000,3-комн.,р-н Центральный,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222091660/
1003,84,49.0,12.0,5,,Вторичка,19.7-15.9-13.9 м²,1 совмещенный,3 лоджии,7800000,3-комн.,р-н Советский,"2,7 м",2008.0,Изолированная,Евроремонт,На улицу,,https://volgograd.cian.ru/sale/flat/237423281/
1004,111,52.0,12.0,13,,Вторичка,22-15.4-15.4 м²,,"1 балкон, 1 лоджия",7790000,3-комн.,р-н Ворошиловский,3 м,,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/243187211/
1005,111,67.0,17.0,5,,Вторичка,17.7-20.4-29.3 м²,1 совмещенный,3 лоджии,7990000,3-комн.,р-н Дзержинский,"2,75 м",,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/246717150/
1006,76,53.0,8.0,5,,Вторичка,,1 раздельный,1 балкон,8200000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/243298027/
1007,95,62.0,13.0,15,,Вторичка,29-18.5-15 м²,1 совмещенный,2 лоджии,8300000,3-комн.,р-н Центральный,"2,7 м",2013.0,,Евроремонт,,,https://volgograd.cian.ru/sale/flat/244284403/
1008,105,60.0,19.0,4,,Новостройка,,2 совмещенных,1 лоджия,8402000,3-комн.,р-н Советский,"3,2 м",,Изолированная,,На улицу,Нет,https://volgograd.cian.ru/sale/flat/246589331/
1009,131,61.0,9.0,7,,Вторичка,18.9-18.5-24.1 м²,"2 совмещенных, 1 раздельный",3 лоджии,8400000,3-комн.,р-н Советский,"2,7 м",,Изолированная,,Во двор,,https://volgograd.cian.ru/sale/flat/191798791/
1010,110,65.0,15.0,12,,Новостройка,,2 совмещенных,1 лоджия,8628000,3-комн.,р-н Советский,"3,2 м",,Изолированная,,Во двор,Нет,https://volgograd.cian.ru/sale/flat/246589327/
1011,137,93.0,14.0,3,,Вторичка,40.8-29.9-22.9 м²,"1 совмещенный, 1 раздельный",2 лоджии,8700000,3-комн.,р-н Центральный,"2,75 м",2001.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/222397316/
1012,98,63.0,14.0,5,,Вторичка,,,,8800000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/240568593/
1013,128,84.0,16.0,3,,Вторичка,38.2-23.4-23.3 м²,1 раздельный,2 лоджии,8890000,3-комн.,р-н Центральный,"2,7 м",2008.0,Изолированная,,Во двор,,https://volgograd.cian.ru/sale/flat/239984275/
1014,100,57.0,12.0,5,,Вторичка,19.3-19.2-19.2 м²,1 раздельный,1 балкон,8900000,3-комн.,р-н Центральный,"2,8 м",1957.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/240360809/
1015,89,38.0,25.0,6,,Вторичка,,,"1 балкон, 1 лоджия",9000000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/246597501/
1016,67,40.0,15.0,3,,Вторичка,16-15-9 м²,1 совмещенный,1 лоджия,9200000,3-комн.,р-н Ворошиловский,"2,5 м",2011.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/244867056/
1017,135,66.0,25.0,4,,Вторичка,39.2-15.5-11.6 м²,1 совмещенный,1 лоджия,9600000,3-комн.,р-н Центральный,"2,8 м",2010.0,Изолированная,Евроремонт,На улицу,,https://volgograd.cian.ru/sale/flat/223108617/
1018,138,82.0,18.0,2,,Вторичка,,,1 балкон,9650000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/243386927/
1019,85,70.0,8.0,5,,Вторичка,20-26-24 м²,1 совмещенный,1 балкон,10800000,3-комн.,р-н Центральный,"3,2 м",,Изолированная,Евроремонт,На улицу,,https://volgograd.cian.ru/sale/flat/244501502/
1020,126,59.0,31.0,8,,Вторичка,26.1-18.6-14.6 м²,2 совмещенных,1 лоджия,10800000,3-комн.,р-н Центральный,"2,6 м",,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/239669334/
1021,123,78.0,10.0,1,,Вторичка,,,1 лоджия,11000000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/227544922/
1022,144,44.0,59.0,4,,Вторичка,,2 совмещенных,2 лоджии,11000000,3-комн.,р-н Ворошиловский,"3,05 м",,Изолированная,Без ремонта,,,https://volgograd.cian.ru/sale/flat/177888726/
1023,110,,,8,,Вторичка,,2 совмещенных,,12700000,3-комн.,р-н Ворошиловский,3 м,2008.0,Изолированная,Дизайнерский,На улицу,,https://volgograd.cian.ru/sale/flat/237897037/
1024,110,63.0,13.0,13,,Вторичка Апартаменты,25.6-20.4-17.9 м²,2 совмещенных,1 лоджия,13200000,3-комн.,р-н Ворошиловский,"2,7 м",2011.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/219026938/
1025,151,73.0,23.0,16,,Вторичка,,1 совмещенный,2 балкона,15000000,3-комн.,р-н Центральный,"3,05 м",,,,,,https://volgograd.cian.ru/sale/flat/241160068/
1026,149,95.0,23.0,13,,Вторичка,50.6-21.9-23.1 м²,1 совмещенный,2 лоджии,17450000,3-комн.,р-н Дзержинский,"2,7 м",2008.0,Изолированная,,На улицу,,https://volgograd.cian.ru/sale/flat/238810239/
1027,148,52.0,22.0,9,,Вторичка,,1 раздельный,,18000000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/244690229/
1028,205,80.0,27.0,6,,Вторичка,,1 раздельный,2 лоджии,30150000,3-комн.,р-н Ворошиловский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222089227/
1029,198,177.0,12.0,16,,Вторичка,,,"1 балкон, 1 лоджия",34500000,3-комн.,р-н Центральный,"2,8 м",,,,,,https://volgograd.cian.ru/sale/flat/222092792/
1030,116,76.0,12.0,15,,Вторичка,43-13-17 м²,1 совмещенный,2 лоджии,6700000,3-комн.,р-н Центральный,,,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776623/
1031,56,37.0,6.0,3,,Вторичка,17-10-10 м²,1 раздельный,1 балкон,1900000,3-комн.,р-н Советский,,,Изолированная,,На улицу,,https://volgograd.cian.ru/sale/flat/246776410/
1032,73,40.0,14.0,1,,Вторичка,"13,,,+15+18 м²",1 раздельный,1 балкон,5450000,3-комн.,р-н Дзержинский,"2,8 м",2016.0,Изолированная,Евроремонт,На улицу и двор,,https://volgograd.cian.ru/sale/flat/235643986/
1033,60,39.0,7.0,2,,Вторичка,,1 раздельный,2 балкона,2830000,3-комн.,р-н Краснооктябрьский,,1950.0,Смежно-изолированная,Евроремонт,Во двор,,https://volgograd.cian.ru/sale/flat/238636599/
1034,100,57.0,10.0,5,,Вторичка,18.5-20-19.2 м²,1 раздельный,1 балкон,3537777,3-комн.,р-н Краснооктябрьский,,,Изолированная,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/210667081/
1035,76,45.0,10.0,8,,Вторичка,45 м²,2 совмещенных,2 лоджии,3600000,3-комн.,р-н Дзержинский,,2006.0,Изолированная,Косметический,Во двор,,https://volgograd.cian.ru/sale/flat/227108677/
1036,61,44.0,6.0,1,,Вторичка,16.7-13.8-13.7 м²,1 раздельный,,1350000,3-комн.,р-н Кировский,,,,,,,https://volgograd.cian.ru/sale/flat/246776659/
1037,41,30.0,6.0,2,,Вторичка,18-7-5 м²,1 совмещенный,,1870000,3-комн.,р-н Кировский,,1962.0,,,,,https://volgograd.cian.ru/sale/flat/246776427/
1038,55,40.0,6.0,3,,Вторичка,18.3-10.2-12.1 м²,1 совмещенный,1 балкон,1900000,3-комн.,р-н Кировский,,1960.0,,,,,https://volgograd.cian.ru/sale/flat/246776677/
1039,55,39.0,5.0,2,,Вторичка,,1 совмещенный,1 балкон,2100000,3-комн.,р-н Тракторозаводский,,1961.0,Изолированная,,На улицу,,https://volgograd.cian.ru/sale/flat/246776440/
1040,56,39.0,5.0,9,,Вторичка,19-10-10 м²,1 раздельный,"1 балкон, 1 лоджия",2390000,3-комн.,р-н Советский,,,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776379/
1041,58,42.0,5.0,1,,Вторичка,18-14-10 м²,1 раздельный,,2460000,3-комн.,р-н Советский,,1971.0,,,,,https://volgograd.cian.ru/sale/flat/246776605/
1042,45,31.0,6.0,5,,Вторичка,17.8-8-6 м²,1 совмещенный,1 балкон,2460000,3-комн.,р-н Краснооктябрьский,,1963.0,,Евроремонт,Во двор,,https://volgograd.cian.ru/sale/flat/246776555/
1043,60,43.0,5.0,1,,Вторичка,17.4-12.6-13.3 м²,1 совмещенный,,2560000,3-комн.,р-н Краснооктябрьский,,1972.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776494/
1044,56,38.0,7.0,2,,Вторичка,10-18-10 м²,1 совмещенный,1 лоджия,2570000,3-комн.,р-н Красноармейский,,1977.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776412/
1045,53,36.0,8.0,4,,Вторичка,7.8-11.3-17.7 м²,1 совмещенный,1 балкон,2600000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/246776698/
1046,62,47.0,5.0,4,,Вторичка,17.5-12.6-17.3 м²,1 совмещенный,1 балкон,2600000,3-комн.,р-н Дзержинский,,1976.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776562/
1047,63,44.0,7.0,5,,Вторичка,,1 совмещенный,1 балкон,2770000,3-комн.,р-н Ворошиловский,,1979.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776384/
1048,59,43.0,6.0,3,,Вторичка,59-43-6 м²,1 раздельный,,2800000,3-комн.,р-н Ворошиловский,,,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776652/
1049,60,44.0,6.0,3,,Вторичка,21.4-11.1-12 м²,1 совмещенный,1 балкон,2850000,3-комн.,р-н Краснооктябрьский,,1963.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/246776513/
1050,59,39.0,6.0,3,,Вторичка,18.3-10.8-10.1 м²,1 раздельный,1 лоджия,2999990,3-комн.,р-н Советский,,,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776690/
1051,63,39.0,6.0,2,,Вторичка,16-11-13 м²,1 раздельный,1 балкон,3250000,3-комн.,р-н Дзержинский,,1974.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776439/
1052,63,41.0,7.0,5,,Вторичка,11-13-17 м²,1 раздельный,1 балкон,3300000,3-комн.,р-н Советский,,1984.0,Изолированная,Евроремонт,Во двор,,https://volgograd.cian.ru/sale/flat/246776377/
1053,64,41.0,8.0,5,,Вторичка,13-17-11 м²,,1 лоджия,3500000,3-комн.,р-н Краснооктябрьский,,1985.0,Изолированная,Дизайнерский,Во двор,,https://volgograd.cian.ru/sale/flat/245924186/
1054,68,39.0,11.0,1,,Вторичка,17-12-10 м²,1 раздельный,1 лоджия,3500000,3-комн.,р-н Ворошиловский,,1978.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/246776580/
1055,56,38.0,6.0,4,,Вторичка,10-18-11 м²,1 раздельный,1 балкон,3500000,3-комн.,р-н Центральный,,,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776409/
1056,68,45.0,8.0,1,,Вторичка,17-10-13 м²,1 раздельный,1 балкон,3550000,3-комн.,р-н Дзержинский,,1999.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776660/
