,Общая,Жилая,Кухня,Этаж,Срок сдачи,Тип жилья,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Санузел,Балкон/лоджия,Цена,Комнат,Район,Высота потолков,Построен,Планировка,Ремонт,Вид из окон,Отделка,Линк
851,100,57.0,10.0,5,,Вторичка,,1 раздельный,1 балкон,3500000,3-комн.,р-н Краснооктябрьский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222091146/
852,64,41.0,7.0,9,,Вторичка,17-10-14 м²,1 раздельный,1 лоджия,3500000,3-комн.,р-н Тракторозаводский,"2,5 м",1980.0,,Евроремонт,,,https://volgograd.cian.ru/sale/flat/227717668/
853,65,40.0,8.0,3,,Вторичка,,1 раздельный,1 балкон,3500000,3-комн.,р-н Дзержинский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222089810/
854,61,44.0,6.0,2,,Вторичка,,1 совмещенный,1 балкон,3590000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/242836912/
855,56,35.0,6.0,4,,Вторичка,13.3-12.7-9.7 м²,1 совмещенный,1 балкон,3550000,3-комн.,р-н Центральный,"2,6 м",1962.0,,,,,https://volgograd.cian.ru/sale/flat/245600369/
856,66,38.0,8.0,4,,Вторичка,,1 раздельный,2 лоджии,3570000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/222090859/
857,58,38.0,8.0,3,,Вторичка,,1 раздельный,1 лоджия,3560000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/222091000/
858,68,40.0,7.0,1,,Вторичка,,1 раздельный,1 балкон,3550000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/245432134/
859,79,45.0,11.0,9,,Вторичка,20-10.9-14.2 м²,1 раздельный,1 лоджия,3600000,3-комн.,р-н Советский,"2,5 м",1996.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/244953933/
860,60,38.0,8.0,6,,Вторичка,13.3-9.6-15.6 м²,1 раздельный,1 балкон,3600000,3-комн.,р-н Краснооктябрьский,"2,5 м",1990.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/236836914/
861,83,50.0,14.0,3,,Вторичка,20.8-14.8-14.4 м²,1 совмещенный,2 балкона,3600000,3-комн.,р-н Советский,3 м,,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/238639217/
862,64,40.0,12.0,8,,Вторичка,20.4-9.6-10 м²,1 раздельный,2 лоджии,3600000,3-комн.,р-н Тракторозаводский,"2,5 м",1987.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246777654/
863,62,44.0,7.0,2,,Вторичка,12-15-17 м²,1 раздельный,1 лоджия,3600000,3-комн.,р-н Ворошиловский,"2,6 м",,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/243656068/
864,79,40.0,15.0,8,,Вторичка,,1 совмещенный,1 лоджия,3600000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/243668946/
865,68,42.0,9.0,5,,Вторичка,,1 раздельный,1 балкон,3620000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/241756359/
866,63,38.0,8.0,2,,Вторичка,,1 раздельный,1 балкон,3600000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/241704683/
867,62,41.0,12.0,9,,Вторичка,,1 раздельный,1 лоджия,3600000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/242703800/
868,79,45.0,11.0,9,,Вторичка,,1 раздельный,1 лоджия,3600000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/241278142/
869,65,41.0,10.0,2,,Вторичка,18-13-10 м²,1 раздельный,1 лоджия,3685000,3-комн.,р-н Дзержинский,"2,7 м",1977.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/245600368/
870,60,31.0,7.0,2,,Вторичка,,1 раздельный,1 лоджия,3699000,3-комн.,р-н Тракторозаводский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/245612353/
871,60,40.0,8.0,2,,Вторичка,13.3-17.1-10.2 м²,1 раздельный,1 лоджия,3699000,3-комн.,р-н Тракторозаводский,"2,7 м",,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/243791917/
872,93,80.0,8.0,3,,Вторичка,,1 раздельный,,3690000,3-комн.,р-н Краснооктябрьский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/241938337/
873,64,40.0,7.0,3,,Вторичка,17.4-12.9-10 м²,1 раздельный,1 лоджия,3650000,3-комн.,р-н Красноармейский,"2,65 м",,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/237835527/
874,64,40.0,9.0,2,,Вторичка,"17,2-12,7-10,1 м²",1 раздельный,1 лоджия,3650000,3-комн.,р-н Красноармейский,,1980.0,,Евроремонт,На улицу и двор,,https://volgograd.cian.ru/sale/flat/245688509/
875,64,,,2,,Вторичка,,1 раздельный,1 лоджия,3650000,3-комн.,р-н Красноармейский,,1980.0,Изолированная,Евроремонт,Во двор,,https://volgograd.cian.ru/sale/flat/246523942/
876,78,47.0,13.0,2,,Вторичка,22.1-13.2-12.6 м²,1 раздельный,1 балкон,3700000,3-комн.,р-н Дзержинский,"2,9 м",1959.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/239760000/
877,84,48.0,13.0,3,,Вторичка,,1 совмещенный,1 балкон,3720000,3-комн.,р-н Краснооктябрьский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/239349208/
878,64,38.0,9.0,1,,Вторичка,15.3-13.1-10.2 м²,1 раздельный,2 лоджии,3700000,3-комн.,р-н Дзержинский,"2,75 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/244811910/
879,64,40.0,7.0,7,,Вторичка,,1 раздельный,2 лоджии,3700000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/243439082/
880,71,40.0,8.0,9,,Вторичка,,1 совмещенный,1 лоджия,3790000,3-комн.,р-н Дзержинский,"2,7 м",,,,,,https://volgograd.cian.ru/sale/flat/245926373/
881,73,46.0,10.0,9,,Вторичка,,1 раздельный,1 балкон,3770000,3-комн.,р-н Дзержинский,,2015.0,,Евроремонт,На улицу и двор,,https://volgograd.cian.ru/sale/flat/228733161/
882,74,50.0,9.0,4,,Вторичка,12-19.4-19.4 м²,1 совмещенный,1 балкон,3750000,3-комн.,р-н Краснооктябрьский,3 м,1958.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/242294287/
883,75,52.0,7.0,3,,Вторичка,20-16-15.3 м²,"1 совмещенный, 1 раздельный",1 балкон,3790000,3-комн.,р-н Центральный,"2,9 м",1955.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/218487828/
884,67,42.0,8.0,1,,Вторичка,16.5-13.4-12.1 м²,1 раздельный,1 лоджия,3760000,3-комн.,р-н Дзержинский,,,Изолированная,Евроремонт,На улицу и двор,,https://volgograd.cian.ru/sale/flat/242094640/
885,62,37.0,7.0,5,,Вторичка,15.9-10.9-10.3 м²,1 раздельный,1 лоджия,3770000,3-комн.,р-н Тракторозаводский,"2,6 м",1982.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/221284293/
886,73,42.0,11.0,16,,Вторичка,,1 совмещенный,1 лоджия,3750000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/243386950/
887,64,40.0,8.0,8,,Вторичка,13.3-10-17 м²,1 совмещенный,1 лоджия,3770000,3-комн.,р-н Ворошиловский,"2,55 м",1998.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/194294393/
888,65,39.0,7.0,9,,Вторичка,12-10-17.7 м²,1 раздельный,1 лоджия,3780000,3-комн.,р-н Краснооктябрьский,"2,7 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246656298/
889,65,41.0,8.0,5,,Вторичка,,1 раздельный,2 лоджии,3790000,3-комн.,р-н Дзержинский,,1980.0,Изолированная,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/246412534/
890,65,40.0,8.0,3,,Вторичка,,,"1 балкон, 1 лоджия",3800000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/244277025/
891,56,38.0,6.0,5,,Вторичка,,1 раздельный,1 балкон,3800000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/241462140/
892,65,40.0,8.0,5,,Вторичка,17-10.3-13.2 м²,1 раздельный,2 лоджии,3800000,3-комн.,р-н Советский,"2,6 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/239085195/
893,56,33.0,6.0,2,,Вторичка,12-9-12 м²,1 совмещенный,"1 балкон, 1 лоджия",3800000,3-комн.,р-н Тракторозаводский,"2,55 м",1977.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/227531786/
894,65,41.0,5.0,1,,Вторичка,,1 раздельный,,3850000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/241938324/
895,83,50.0,9.0,2,,Вторичка,,1 раздельный,,3899000,3-комн.,р-н Центральный,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222095237/
896,73,46.0,10.0,9,,Вторичка,,1 раздельный,1 балкон,3870000,3-комн.,р-н Дзержинский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222091054/
897,77,48.0,9.0,1,,Вторичка,,1 совмещенный,,3900000,3-комн.,р-н Ворошиловский,"2,9 м",1951.0,,,На улицу,,https://volgograd.cian.ru/sale/flat/239278688/
898,65,40.0,8.0,2,,Вторичка,,1 раздельный,1 лоджия,3900000,3-комн.,р-н Краснооктябрьский,"2,7 м",,,,,,https://volgograd.cian.ru/sale/flat/244523004/
899,81,50.0,9.0,4,,Вторичка,,1 раздельный,,3900000,3-комн.,р-н Советский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/242703778/
900,70,43.0,9.0,7,,Вторичка,11.6-15.8-16 м²,1 раздельный,1 лоджия,3940000,3-комн.,р-н Дзержинский,"2,6 м",2006.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/223108437/
901,64,40.0,9.0,9,,Вторичка,,1 раздельный,1 балкон,3950000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/230142658/
902,92,56.0,12.0,2,,Вторичка,21.9-17.7-17.1 м²,1 раздельный,1 лоджия,3990000,3-комн.,р-н Дзержинский,"2,55 м",2002.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246725267/
903,63,39.0,8.0,7,,Вторичка,13-10.2-16.3 м²,1 раздельный,"1 балкон, 1 лоджия",3950000,3-комн.,р-н Дзержинский,"2,65 м",1996.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/237403761/
904,70,39.0,9.0,10,,Вторичка,,1 раздельный,1 лоджия,3970000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/244690280/
905,64,46.0,10.0,3,,Вторичка,23.1-10.2-13.1 м²,1 совмещенный,2 лоджии,3950000,3-комн.,р-н Краснооктябрьский,"2,6 м",1999.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/244402039/
906,66,39.0,13.0,3,,Вторичка,,1 совмещенный,2 лоджии,3999000,3-комн.,р-н Тракторозаводский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222090232/
907,62,42.0,8.0,8,,Вторичка,17-13-12 м²,1 раздельный,1 лоджия,3990000,3-комн.,р-н Дзержинский,,1980.0,Изолированная,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/246148385/
908,67,44.0,8.0,2,,Вторичка,,1 раздельный,1 лоджия,4000000,3-комн.,р-н Дзержинский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/241160060/
909,80,53.0,10.0,9,,Вторичка,,1 совмещенный,2 лоджии,4000000,3-комн.,р-н Красноармейский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/241012790/
910,75,38.0,21.0,9,,Вторичка,13.6-13.2-11.9 м²,1 раздельный,2 лоджии,4030000,3-комн.,р-н Советский,"2,6 м",1998.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/233547622/
911,80,52.0,10.0,9,,Вторичка,21-17-14 м²,1 совмещенный,2 лоджии,4000000,3-комн.,р-н Красноармейский,"2,7 м",,,Евроремонт,,,https://volgograd.cian.ru/sale/flat/227717672/
912,72,41.0,8.0,8,,Вторичка,,1 раздельный,1 балкон,4000000,3-комн.,р-н Дзержинский,,,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/237291008/
913,64,40.0,9.0,7,,Вторичка,,1 раздельный,1 лоджия,4040000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/242795868/
914,66,41.0,9.0,6,,Вторичка,,1 совмещенный,2 лоджии,4080000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/244277041/
915,67,46.0,5.0,4,,Вторичка,16.1-15.2-15.1 м²,1 раздельный,1 балкон,4050000,3-комн.,р-н Ворошиловский,"2,95 м",1958.0,Смежная,,На улицу,,https://volgograd.cian.ru/sale/flat/245912355/
916,64,41.0,10.0,4,,Вторичка,13-10.3-18.2 м²,1 раздельный,1 балкон,4080000,3-комн.,р-н Краснооктябрьский,"2,6 м",1983.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/246531861/
917,54,39.0,6.0,8,,Вторичка,,1 раздельный,,4070000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/243298015/
918,73,54.0,6.0,2,,Вторичка,23.6-17.9-12.6 м²,1 раздельный,,4100000,3-комн.,р-н Ворошиловский,3 м,1943.0,Изолированная,Евроремонт,На улицу,,https://volgograd.cian.ru/sale/flat/245330730/
919,61,41.0,9.0,1,,Вторичка,16-12-13 м²,1 раздельный,1 лоджия,4100000,3-комн.,р-н Центральный,"2,65 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/242496205/
920,62,40.0,8.0,6,,Вторичка,10.2-17.3-12.9 м²,1 раздельный,1 лоджия,4100000,3-комн.,р-н Советский,"2,5 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/238792967/
921,64,40.0,8.0,2,,Вторичка,17.7-11.7-11.5 м²,1 раздельный,1 лоджия,4180000,3-комн.,р-н Дзержинский,"2,6 м",1987.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/245923444/
922,62,40.0,7.0,2,,Вторичка,,1 раздельный,1 лоджия,4180000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/245490374/
923,65,42.0,9.0,5,,Вторичка,,1 совмещенный,2 лоджии,4170000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/244522983/
924,84,56.0,12.0,17,,Вторичка,16.6-19.2-20.5 м²,"1 совмещенный, 1 раздельный",1 балкон,4170000,3-комн.,р-н Советский,"2,9 м",2017.0,Изолированная,Без ремонта,,,https://volgograd.cian.ru/sale/flat/235103688/
925,87,42.0,23.0,5,,Новостройка,14.8-13.9-13.6 м²,1 раздельный,1 лоджия,4230000,3-комн.,р-н Советский,,,Изолированная,,,Черновая,https://volgograd.cian.ru/sale/flat/244989742/
926,63,39.0,7.0,2,,Вторичка,16.9-13-10 м²,1 раздельный,2 лоджии,4200000,3-комн.,р-н Дзержинский,"2,6 м",1982.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/233004315/
927,62,40.0,8.0,6,,Вторичка,,1 раздельный,,4200000,3-комн.,р-н Советский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/244732038/
928,69,42.0,10.0,14,,Вторичка,,1 совмещенный,1 балкон,4290000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/243439067/
929,87,54.0,11.0,10,,Вторичка,21-19.7-14.2 м²,1 раздельный,1 лоджия,4250000,3-комн.,р-н Советский,"2,7 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/222758374/
930,92,51.0,13.0,1,,Вторичка,,1 раздельный,1 лоджия,4320000,3-комн.,р-н Красноармейский,,,,,,,https://volgograd.cian.ru/sale/flat/243232716/
931,60,45.0,7.0,5,,Вторичка,19-14-12 м²,1 раздельный,"1 балкон, 1 лоджия",4350000,3-комн.,р-н Центральный,"2,5 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246713508/
932,111,54.0,22.0,9,,Вторичка,12.8-13-28.9 м²,"1 совмещенный, 1 раздельный",1 лоджия,4400000,3-комн.,р-н Советский,"2,6 м",2010.0,Изолированная,,Во двор,,https://volgograd.cian.ru/sale/flat/227541420/
933,70,45.0,8.0,7,,Вторичка,17-15-13 м²,1 совмещенный,1 лоджия,4400000,3-комн.,р-н Центральный,"2,5 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246611954/
934,59,37.0,8.0,9,,Вторичка,,1 раздельный,2 лоджии,4500000,3-комн.,р-н Центральный,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222090690/
935,60,37.0,8.0,8,,Вторичка,15.6-13.1-8.3 м²,1 раздельный,1 лоджия,4500000,3-комн.,р-н Центральный,"2,5 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/245530155/
936,81,38.0,18.0,17,,Новостройка,12.2-15-11.4 м²,2 совмещенных,1 лоджия,4523000,3-комн.,р-н Дзержинский,,,Изолированная,,,Черновая,https://volgograd.cian.ru/sale/flat/222526493/
937,91,54.0,13.0,3,,Вторичка,,1 раздельный,1 балкон,4500000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/222095148/
938,90,50.0,12.0,1,,Вторичка,,1 раздельный,1 лоджия,4500000,3-комн.,р-н Ворошиловский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222090062/
939,70,26.0,22.0,11,,Вторичка,,1 совмещенный,1 балкон,4600000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/244077195/
940,74,46.0,8.0,5,,Вторичка,,1 раздельный,,4600000,3-комн.,р-н Центральный,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222089602/
941,64,40.0,9.0,4,,Вторичка,17-13-10 м²,1 раздельный,2 лоджии,4600000,3-комн.,р-н Краснооктябрьский,"2,6 м",1992.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/240154261/
942,107,47.0,26.0,2,,Вторичка,15-15-17 м²,3 совмещенных,,4600000,3-комн.,р-н Дзержинский,"2,7 м",2011.0,Изолированная,Евроремонт,Во двор,,https://volgograd.cian.ru/sale/flat/236386591/
943,78,51.0,8.0,5,,Вторичка,16.1-17.7-17.2 м²,1 раздельный,"1 балкон, 1 лоджия",4600000,3-комн.,р-н Советский,"2,75 м",2005.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/240118342/
944,78,51.0,8.0,5,,Вторичка,,1 раздельный,2 лоджии,4600000,3-комн.,р-н Советский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/245055264/
945,93,48.0,10.0,6,,Вторичка,,1 совмещенный,2 лоджии,4650000,3-комн.,р-н Кировский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222089104/
946,72,44.0,14.0,9,,Вторичка,,1 совмещенный,1 балкон,4690000,3-комн.,р-н Советский,"2,7 м",2008.0,Смежно-изолированная,Евроремонт,На улицу и двор,,https://volgograd.cian.ru/sale/flat/246825534/
947,91,54.0,12.0,2,4.0,Новостройка,18.99-16.81-18.4 м²,1 раздельный,1 балкон,4745120,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/235134079/
948,74,41.0,10.0,10,,Вторичка,18-12-11 м²,1 раздельный,2 лоджии,4800000,3-комн.,р-н Дзержинский,"2,6 м",1999.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/237177693/
949,135,81.0,30.0,9,,Вторичка,,1 раздельный,,4800000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/222391510/
950,92,58.0,11.0,17,,Вторичка,,,1 лоджия,4890000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/243453781/
951,83,41.0,18.0,15,,Новостройка,13.9-13.9-14.1 м²,2 совмещенных,1 лоджия,4916000,3-комн.,р-н Дзержинский,,,Изолированная,,,Черновая,https://volgograd.cian.ru/sale/flat/238093141/
952,63,41.0,7.0,4,,Вторичка,11.6-17.7-11.7 м²,1 совмещенный,1 лоджия,4900000,3-комн.,р-н Центральный,"2,65 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/222766050/
953,89,67.0,10.0,10,,Вторичка,,1 совмещенный,,5000000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/244879178/
954,72,47.0,7.0,4,,Вторичка,16.3-16-15.3 м²,1 совмещенный,"1 балкон, 1 лоджия",5100000,3-комн.,р-н Центральный,3 м,1951.0,,,,,https://volgograd.cian.ru/sale/flat/244803995/
955,78,47.0,7.0,4,,Вторичка,,1 совмещенный,1 балкон,5100000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/244828629/
956,80,47.0,11.0,5,,Вторичка,,1 раздельный,1 лоджия,5100000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/235010369/
957,102,65.0,9.0,5,,Вторичка,,1 совмещенный,1 балкон,5150000,3-комн.,р-н Дзержинский,,1999.0,,Евроремонт,На улицу и двор,,https://volgograd.cian.ru/sale/flat/228733686/
958,87,57.0,24.0,4,,Вторичка,,1 раздельный,1 лоджия,5300000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/244828614/
959,102,,,2,2.0,Новостройка,,,,5343640,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/242068903/
960,102,51.0,18.0,2,4.0,Новостройка,18.88-17.17-15.13 м²,1 раздельный,1 лоджия,5343640,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/236293412/
961,85,54.0,14.0,1,,Вторичка,,1 раздельный,,5300000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/242447726/
962,83,55.0,9.0,3,,Вторичка,,1 раздельный,,5300000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/242582643/
963,82,54.0,6.0,7,,Вторичка,19.4-19.8-15.4 м²,1 раздельный,1 балкон,5450000,3-комн.,р-н Центральный,"2,9 м",1960.0,Изолированная,Без ремонта,,,https://volgograd.cian.ru/sale/flat/243616267/
964,97,52.0,14.0,2,,Вторичка,21.2-17.3-14.2 м²,2 совмещенных,1 лоджия,5650000,3-комн.,р-н Дзержинский,3 м,2004.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/224082453/
965,75,45.0,8.0,3,,Вторичка,,1 раздельный,1 лоджия,5700000,3-комн.,р-н Центральный,3 м,,Изолированная,,,,https://volgograd.cian.ru/sale/flat/239357597/
966,72,34.0,9.0,2,,Вторичка,14.1-8.9-11.6 м²,1 раздельный,2 лоджии,5700000,3-комн.,р-н Центральный,"2,65 м",,Изолированная,,Во двор,,https://volgograd.cian.ru/sale/flat/227427324/
967,121,,,8,,Вторичка,,,,5790000,3-комн.,р-н Дзержинский,,2007.0,,Косметический,,,https://volgograd.cian.ru/sale/flat/245674032/
968,79,51.0,8.0,9,,Вторичка,16-17.3-17.9 м²,"1 совмещенный, 1 раздельный",1 лоджия,5800000,3-комн.,р-н Центральный,"2,8 м",2010.0,,Евроремонт,Во двор,,https://volgograd.cian.ru/sale/flat/223091607/
969,79,49.0,9.0,9,,Вторичка,,1 раздельный,1 лоджия,5850000,3-комн.,р-н Центральный,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222090556/
970,96,65.0,20.0,4,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",5950000,3-комн.,р-н Дзержинский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222090286/
971,97,52.0,19.0,4,,Вторичка,,1 раздельный,1 лоджия,5900000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/222089839/
972,83,47.0,22.0,12,,Вторичка,18.9-13.1-15.8 м²,1 раздельный,2 лоджии,5990000,3-комн.,р-н Ворошиловский,"2,7 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/233169011/
973,108,61.0,11.0,1,,Вторичка,,,1 лоджия,5990000,3-комн.,р-н Дзержинский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222091738/
974,91,63.0,8.0,6,,Вторичка,19.8-11.9-31.8 м²,1 совмещенный,1 лоджия,6170000,3-комн.,р-н Дзержинский,"2,55 м",1998.0,Изолированная,Евроремонт,На улицу,,https://volgograd.cian.ru/sale/flat/219601641/
975,122,75.0,14.0,3,,Вторичка,11.4-35.8-28.2 м²,1 раздельный,2 лоджии,6150000,3-комн.,р-н Дзержинский,3 м,2018.0,Изолированная,Без ремонта,,,https://volgograd.cian.ru/sale/flat/241443387/
976,81,54.0,6.0,5,,Вторичка,,1 совмещенный,1 балкон,6150000,3-комн.,р-н Центральный,3 м,,,,,,https://volgograd.cian.ru/sale/flat/225918734/
977,82,45.0,9.0,6,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",6250000,3-комн.,р-н Ворошиловский,,2007.0,Изолированная,Косметический,Во двор,,https://volgograd.cian.ru/sale/flat/221364035/
978,122,74.0,16.0,3,,Вторичка,,1 раздельный,2 лоджии,6230000,3-комн.,р-н Центральный,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222090673/
979,74,44.0,12.0,2,,Вторичка,12.8-19.5-11.9 м²,1 совмещенный,1 балкон,6200000,3-комн.,р-н Центральный,3 м,,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/224127072/
980,90,58.0,15.0,17,,Вторичка,,1 раздельный,1 лоджия,6300000,3-комн.,р-н Дзержинский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222091851/
981,99,48.0,23.0,8,,Вторичка,19.3-12.3-17 м²,1 совмещенный,2 лоджии,6440000,3-комн.,р-н Центральный,"2,55 м",2004.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/223108413/
982,81,53.0,8.0,7,,Вторичка,,1 раздельный,,6400000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/242014238/
983,83,49.0,12.0,7,,Вторичка,12-18-19 м²,1 раздельный,2 лоджии,6500000,3-комн.,р-н Ворошиловский,"2,82 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/233501372/
984,113,67.0,13.0,9,,Вторичка,36.1-16.2-16 м²,1 раздельный,1 балкон,6600000,3-комн.,р-н Советский,"2,7 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/227560554/
985,60,37.0,8.0,5,,Вторичка,12.3-8.5-16.5 м²,1 совмещенный,2 лоджии,6660000,3-комн.,р-н Центральный,"2,5 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/245523343/
986,107,64.0,13.0,9,,Вторичка,33.6-16.9-13.6 м²,1 раздельный,"1 балкон, 1 лоджия",6700000,3-комн.,р-н Советский,"2,75 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/240818993/
987,79,50.0,17.0,2,,Вторичка,,1 раздельный,1 балкон,6766000,3-комн.,р-н Советский,"3,5 м",,Изолированная,Без ремонта,Во двор,,https://volgograd.cian.ru/sale/flat/245268832/
